# Omega_m      Omega_b         h            n_s       sigma_8       M_nu           fR0
2.049777e-01 6.248851e-02 8.653239e-01 9.406690e-01 7.510035e-01 4.943677e-01 -7.817342e-05
4.729600e-01 4.197051e-02 5.286942e-01 1.162460e+00 8.080766e-01 6.401896e-01 -2.254940e-04
3.409852e-01 5.600215e-02 7.946576e-01 8.525843e-01 9.257537e-01 8.706921e-01 -2.195652e-05
1.869464e-01 3.579635e-02 6.109812e-01 1.044294e+00 6.843038e-01 1.443353e-02 -1.692017e-04
1.900716e-01 5.706574e-02 8.377167e-01 9.886474e-01 8.993452e-01 6.876591e-01 -2.464792e-04
3.316108e-01 3.723256e-02 5.557623e-01 1.108238e+00 7.407934e-01 4.452819e-01 -9.438584e-05
4.510855e-01 6.073991e-02 7.210547e-01 8.048563e-01 6.238994e-01 5.996490e-02 -1.527716e-04
2.206028e-01 4.121892e-02 6.858036e-01 1.098278e+00 9.668244e-01 8.274115e-01 -6.025502e-07
2.639097e-01 6.935680e-02 5.435951e-01 1.002230e+00 9.054671e-01 5.752956e-01 -2.106598e-04
4.085491e-01 4.884001e-02 8.507144e-01 8.946473e-01 6.608434e-01 3.100696e-01 -5.755698e-05
3.780424e-01 5.287532e-02 6.230257e-01 1.191877e+00 7.806682e-01 2.033191e-01 -2.669406e-04
1.444107e-01 3.267073e-02 7.830998e-01 9.112509e-01 8.346650e-01 9.314818e-01 -1.137670e-04
1.209178e-01 6.397104e-02 6.423773e-01 8.665428e-01 7.108407e-01 8.043402e-01 -2.010720e-04
3.515466e-01 4.407925e-02 7.508576e-01 1.036573e+00 8.554629e-01 8.279448e-02 -4.838587e-05
4.319802e-01 5.764581e-02 5.222965e-01 9.268922e-01 9.846630e-01 4.381634e-01 -2.948622e-04
2.904902e-01 3.806622e-02 8.841223e-01 1.169972e+00 6.306648e-01 6.945359e-01 -1.421049e-04
2.439484e-01 5.245150e-02 7.388308e-01 1.130084e+00 6.907907e-01 9.398387e-01 -2.367359e-04
4.777270e-01 3.199332e-02 6.551368e-01 9.730385e-01 9.493411e-01 1.947204e-01 -8.538853e-05
3.081303e-01 6.596942e-02 8.210942e-01 1.063872e+00 8.168224e-01 3.334131e-01 -1.805190e-04
1.635393e-01 4.582343e-02 5.844942e-01 8.330016e-01 7.738960e-01 5.517105e-01 -2.909630e-05
1.713238e-01 5.048040e-02 6.917053e-01 9.012745e-01 9.172971e-01 7.177736e-01 -1.553402e-04
3.003656e-01 3.005997e-02 7.017787e-01 1.195597e+00 6.728446e-01 4.148500e-01 -7.398734e-06
4.823311e-01 6.665518e-02 5.748712e-01 8.928746e-01 7.934502e-01 9.056261e-02 -2.490593e-04
2.393519e-01 4.654694e-02 8.319913e-01 1.010247e+00 8.472767e-01 7.964965e-01 -1.011887e-04
2.951539e-01 6.340437e-02 7.897820e-01 1.089102e+00 8.874692e-01 5.439727e-01 -2.684782e-04
4.272967e-01 4.355037e-02 6.045317e-01 8.077649e-01 7.288443e-01 3.412266e-01 -1.216147e-04
3.592929e-01 5.942229e-02 8.690428e-01 1.104139e+00 6.111687e-01 1.715129e-01 -2.121858e-04
1.131639e-01 3.988048e-02 5.370876e-01 9.989772e-01 9.541675e-01 9.631218e-01 -6.539794e-05
1.396719e-01 6.863384e-02 8.899195e-01 8.296718e-01 6.788416e-01 8.350583e-01 -2.968436e-04
3.827980e-01 4.815485e-02 5.033203e-01 1.073457e+00 9.374651e-01 5.224252e-02 -1.494904e-04
4.007284e-01 5.480801e-02 7.700589e-01 9.646314e-01 8.041656e-01 4.683983e-01 -2.030605e-04
2.717350e-01 3.464121e-02 6.363642e-01 1.132248e+00 7.611653e-01 6.644670e-01 -5.578271e-05
2.126982e-01 5.525093e-02 5.910734e-01 1.167455e+00 7.228419e-01 9.083955e-01 -1.838064e-04
4.589734e-01 3.545550e-02 8.028985e-01 9.356786e-01 8.672930e-01 2.264809e-01 -3.519189e-05
3.268857e-01 6.126945e-02 6.735561e-01 1.025851e+00 9.972747e-01 3.024531e-01 -2.400163e-04
1.947921e-01 4.178622e-02 7.320372e-01 8.710314e-01 6.434468e-01 5.829879e-01 -9.147289e-05
1.791665e-01 6.051678e-02 5.181907e-01 1.114985e+00 8.276289e-01 2.350895e-01 -1.431917e-05
3.487605e-01 4.003900e-02 8.753405e-01 9.818930e-01 7.814550e-01 8.975362e-01 -1.674626e-04
4.683482e-01 5.668606e-02 6.484270e-01 1.078463e+00 6.522563e-01 6.051284e-01 -1.080384e-04
2.095727e-01 3.652048e-02 7.584828e-01 8.246644e-01 9.078034e-01 2.819288e-01 -2.612526e-04
2.561098e-01 5.337166e-02 8.130936e-01 8.754007e-01 9.707381e-01 3.759434e-02 -1.285375e-04
4.226029e-01 3.357744e-02 5.811697e-01 1.021484e+00 6.137365e-01 8.476066e-01 -2.805983e-04
3.921724e-01 6.938530e-02 7.456748e-01 9.185668e-01 7.462566e-01 6.478827e-01 -7.224518e-05
1.365467e-01 4.990328e-02 6.604053e-01 1.184569e+00 8.876313e-01 4.867501e-01 -2.243816e-04
1.100395e-01 5.861089e-02 7.134326e-01 1.043327e+00 7.637338e-01 3.518898e-01 -1.382491e-04
3.686681e-01 3.819168e-02 6.797569e-01 8.597961e-01 8.207339e-01 5.354092e-01 -2.896279e-04
4.491719e-01 6.478079e-02 8.465016e-01 1.150164e+00 9.376293e-01 9.834486e-01 -4.446597e-05
2.795295e-01 4.467377e-02 5.598711e-01 9.467079e-01 6.962532e-01 1.494188e-01 -1.959202e-04
2.362271e-01 6.527754e-02 6.177603e-01 9.537842e-01 6.314523e-01 4.024996e-01 -2.394848e-05
4.917067e-01 4.542476e-02 7.762589e-01 1.149330e+00 9.776248e-01 7.323748e-01 -1.765928e-04
3.222412e-01 5.129057e-02 5.469227e-01 8.403099e-01 8.578015e-01 7.783403e-01 -8.015829e-05
1.556990e-01 3.174999e-02 8.587180e-01 1.056556e+00 7.022529e-01 1.071023e-01 -2.328738e-04
1.513741e-01 5.978986e-02 5.253151e-01 8.567477e-01 6.716959e-01 5.018774e-01 -2.637177e-04
3.210902e-01 3.966241e-02 8.681653e-01 1.040135e+00 9.131685e-01 6.307461e-01 -1.169899e-04
4.905620e-01 6.361539e-02 6.084578e-01 9.499136e-01 8.456891e-01 8.641868e-01 -2.074368e-04
2.319085e-01 4.317514e-02 7.984019e-01 1.153220e+00 7.885901e-01 2.287228e-02 -6.077989e-05
2.775547e-01 6.632636e-02 8.311935e-01 1.146138e+00 7.266214e-01 2.658319e-01 -1.507205e-04
4.441210e-01 4.672625e-02 5.631174e-01 9.507413e-01 8.820711e-01 6.193674e-01 -2.653659e-06
3.636109e-01 5.030875e-02 7.104287e-01 1.059615e+00 9.528729e-01 8.838592e-01 -2.444281e-04
1.080584e-01 3.039584e-02 6.956982e-01 8.435129e-01 6.067970e-01 2.507755e-01 -9.643686e-05
1.314902e-01 6.171209e-02 7.297803e-01 9.851330e-01 9.320693e-01 1.238000e-01 -1.790538e-04
3.901921e-01 4.148697e-02 6.634560e-01 1.117983e+00 6.766180e-01 7.635008e-01 -3.056140e-05
4.206288e-01 5.553823e-02 8.098948e-01 8.216580e-01 7.567943e-01 7.476272e-01 -2.352708e-04
2.510597e-01 3.500031e-02 5.965254e-01 1.075209e+00 8.028687e-01 3.852380e-01 -8.685368e-05
2.084287e-01 5.440413e-02 6.262339e-01 1.024479e+00 8.631667e-01 1.356168e-01 -2.922251e-04
4.640304e-01 3.490169e-02 7.677352e-01 8.786427e-01 7.216924e-01 9.992596e-01 -1.447419e-04
3.444365e-01 6.838592e-02 5.086926e-01 1.181316e+00 6.385875e-01 5.191948e-01 -1.984350e-04
1.780163e-01 4.857066e-02 8.968972e-01 9.155551e-01 9.956848e-01 3.662462e-01 -5.102291e-05
1.998911e-01 6.984014e-02 6.518006e-01 1.070449e+00 7.865107e-01 9.458606e-01 -1.239098e-04
3.288109e-01 4.961625e-02 7.417272e-01 8.264167e-01 8.294114e-01 1.867651e-01 -2.758408e-04
4.609049e-01 5.367116e-02 5.820135e-01 1.135486e+00 9.117370e-01 3.263867e-01 -6.762899e-05
2.178035e-01 3.313447e-02 8.248935e-01 9.676285e-01 6.532093e-01 5.606705e-01 -2.196308e-04
2.729341e-01 5.626997e-02 7.545051e-01 9.324273e-01 6.183039e-01 8.108527e-01 -9.575946e-06
4.050036e-01 3.676875e-02 6.397555e-01 1.164445e+00 9.722276e-01 7.434829e-02 -1.628411e-04
3.870669e-01 6.025664e-02 8.870607e-01 8.740280e-01 8.928344e-01 4.306614e-01 -1.032836e-04
1.408646e-01 4.044261e-02 5.190159e-01 1.029095e+00 7.482838e-01 7.039714e-01 -2.566244e-04
1.174336e-01 5.166547e-02 8.532933e-01 1.198803e+00 8.222257e-01 5.682655e-01 -1.931955e-05
3.604864e-01 3.153924e-02 5.398926e-01 9.043318e-01 7.683005e-01 3.190334e-01 -1.718387e-04
4.284966e-01 6.549588e-02 7.863376e-01 1.007200e+00 6.982812e-01 2.093447e-01 -7.553639e-05
2.994299e-01 4.505685e-02 6.200323e-01 8.896844e-01 9.428302e-01 9.235226e-01 -2.281310e-04
2.412841e-01 6.444465e-02 5.529208e-01 8.108232e-01 9.794096e-01 6.801533e-01 -1.334979e-04
4.874372e-01 4.484576e-02 8.410956e-01 1.092304e+00 6.365072e-01 4.547212e-01 -2.850122e-04
3.054654e-01 5.843192e-02 6.820591e-01 9.957831e-01 7.032067e-01 6.648116e-02 -3.970773e-05
1.732497e-01 3.852023e-02 7.235780e-01 1.101095e+00 8.617328e-01 8.189615e-01 -1.912931e-04
1.686452e-01 6.262787e-02 8.057891e-01 1.033578e+00 6.060098e-01 9.158672e-01 -7.429563e-05
3.100623e-01 4.306692e-02 5.877436e-01 8.633005e-01 9.599093e-01 2.170755e-01 -2.223310e-04
4.796531e-01 5.895828e-02 7.358300e-01 1.173225e+00 8.797345e-01 2.959103e-01 -1.305881e-04
2.490484e-01 3.908453e-02 6.710812e-01 9.299039e-01 7.352088e-01 5.914642e-01 -2.785478e-04
2.916840e-01 5.094433e-02 5.006920e-01 9.697988e-01 7.987528e-01 8.420545e-01 -1.112607e-04
4.362501e-01 3.085600e-02 8.935727e-01 1.127085e+00 8.417757e-01 4.331281e-02 -2.580302e-04
3.558224e-01 6.743160e-02 6.330779e-01 8.360080e-01 9.248822e-01 4.623463e-01 -1.754157e-05
1.221175e-01 4.703047e-02 7.730037e-01 1.067125e+00 6.662330e-01 6.724527e-01 -1.642403e-04
1.486857e-01 5.570505e-02 6.008356e-01 1.111430e+00 9.917738e-01 5.374261e-01 -8.279477e-05
3.792412e-01 3.624172e-02 7.923553e-01 9.916903e-01 6.487493e-01 3.497066e-01 -2.302374e-04
4.097421e-01 6.203608e-02 5.341000e-01 1.095218e+00 7.162304e-01 1.789884e-01 -2.658487e-05
2.681789e-01 4.225994e-02 8.722741e-01 8.016529e-01 8.748780e-01 9.537126e-01 -1.739563e-04
2.225282e-01 6.786715e-02 7.051633e-01 8.976956e-01 8.099074e-01 7.117178e-01 -4.593056e-05
4.561847e-01 4.768119e-02 6.888573e-01 1.005421e+00 7.560063e-01 4.228394e-01 -1.944556e-04
3.367159e-01 5.435381e-02 8.345210e-01 9.080455e-01 6.852062e-01 9.756262e-02 -1.397136e-04
1.920029e-01 3.385505e-02 5.711211e-01 1.188821e+00 9.297302e-01 7.875630e-01 -2.881633e-04
1.826284e-01 5.258554e-02 7.791068e-01 8.441086e-01 7.396968e-01 4.085591e-01 -2.154082e-04
3.398411e-01 3.312344e-02 6.143755e-01 1.052765e+00 8.951707e-01 7.243819e-01 -6.217560e-05
4.718099e-01 6.891168e-02 8.624681e-01 9.618828e-01 9.651916e-01 7.713520e-01 -2.717006e-04
2.006538e-01 4.913678e-02 5.443928e-01 1.141239e+00 6.190907e-01 1.160243e-01 -1.183923e-04
2.588040e-01 6.099031e-02 6.771836e-01 1.159253e+00 6.586726e-01 3.584251e-01 -2.511098e-04
4.128677e-01 4.080559e-02 7.171285e-01 9.376114e-01 9.000230e-01 5.269401e-01 -9.913820e-05
3.948668e-01 5.747210e-02 5.566397e-01 1.047341e+00 8.333252e-01 9.759689e-01 -1.573906e-04
1.268109e-01 3.697456e-02 8.494891e-01 8.557746e-01 7.763478e-01 1.588319e-01 -5.348205e-06
1.002419e-01 6.576081e-02 5.775164e-01 9.220160e-01 8.500211e-01 3.060223e-02 -2.414808e-04
3.714472e-01 4.620107e-02 8.157218e-01 1.181112e+00 7.086691e-01 8.565325e-01 -9.000828e-05
4.393749e-01 5.208634e-02 6.574604e-01 8.839311e-01 6.263451e-01 6.539458e-01 -1.852710e-04
2.823084e-01 3.221380e-02 7.489610e-01 1.012946e+00 9.833210e-01 4.787534e-01 -3.372737e-05
2.271732e-01 5.781505e-02 8.786702e-01 1.087120e+00 9.451689e-01 2.276061e-01 -2.056969e-04
4.952775e-01 3.772795e-02 5.153000e-01 8.160150e-01 6.896933e-01 9.069531e-01 -5.314626e-05
3.131867e-01 6.429744e-02 7.609576e-01 1.119348e+00 7.690881e-01 6.116676e-01 -2.994801e-04
1.592700e-01 4.389754e-02 6.446341e-01 9.775374e-01 8.151874e-01 2.734559e-01 -1.468540e-04
1.573654e-01 5.492734e-02 8.857672e-01 1.140624e+00 7.896213e-01 7.920060e-01 -1.843714e-04
3.143125e-01 3.452737e-02 5.210419e-01 9.562602e-01 8.450478e-01 9.318003e-02 -3.696144e-05
4.963024e-01 6.844495e-02 7.558475e-01 1.053709e+00 9.148718e-01 4.195450e-01 -2.406637e-04
2.253691e-01 4.835778e-02 6.377784e-01 8.494259e-01 6.688215e-01 7.150727e-01 -9.317835e-05
2.843083e-01 6.145652e-02 5.830142e-01 8.502522e-01 6.088901e-01 9.657080e-01 -2.962093e-04
4.381552e-01 4.158389e-02 8.229652e-01 1.046625e+00 9.503884e-01 1.669325e-01 -1.477901e-04
3.701270e-01 5.513099e-02 6.507512e-01 9.430241e-01 8.834936e-01 3.384963e-01 -2.024903e-04
1.023427e-01 3.557116e-02 7.436067e-01 1.160103e+00 7.263716e-01 5.485760e-01 -5.400000e-05
1.256883e-01 6.685201e-02 6.841340e-01 1.018471e+00 8.003849e-01 6.613063e-01 -2.678668e-04
3.967686e-01 4.635438e-02 7.223333e-01 8.846438e-01 7.588882e-01 4.735531e-01 -1.198732e-04
4.146746e-01 5.037023e-02 5.507972e-01 1.175696e+00 6.763673e-01 5.536510e-02 -2.116568e-04
2.577759e-01 3.018540e-02 8.422916e-01 9.211690e-01 9.334910e-01 8.300627e-01 -6.359234e-05
2.018763e-01 5.953185e-02 7.845558e-01 9.781553e-01 9.950444e-01 5.881133e-01 -1.558731e-04
4.698068e-01 3.975688e-02 6.211794e-01 1.124968e+00 6.396194e-01 2.992007e-01 -9.218640e-06
3.377435e-01 6.320571e-02 8.551241e-01 8.150675e-01 7.188173e-01 2.214540e-01 -2.496564e-04
1.839458e-01 4.374355e-02 5.387944e-01 1.081805e+00 8.648692e-01 9.114282e-01 -1.029262e-04
1.933210e-01 6.497396e-02 7.124067e-01 9.261245e-01 6.560837e-01 2.846675e-01 -2.564419e-05
3.346191e-01 4.447510e-02 6.943551e-01 1.170742e+00 9.100338e-01 6.005165e-01 -1.772317e-04
4.541823e-01 5.848729e-02 8.291668e-01 8.673364e-01 8.300527e-01 8.949565e-01 -8.193641e-05
2.237515e-01 3.830125e-02 5.644118e-01 1.035780e+00 7.854796e-01 2.396630e-01 -2.334486e-04
2.671515e-01 5.141600e-02 6.065776e-01 1.064737e+00 7.485337e-01 4.820486e-01 -1.364750e-04
4.115498e-01 3.163982e-02 7.994522e-01 8.321336e-01 8.914119e-01 6.505903e-01 -2.890674e-04
3.811438e-01 6.508498e-02 5.272442e-01 1.129387e+00 9.747121e-01 8.520888e-01 -4.275595e-05
1.475639e-01 4.562160e-02 8.671640e-01 9.737341e-01 6.162108e-01 3.498548e-02 -1.952773e-04
1.242175e-01 5.680172e-02 5.074960e-01 8.040382e-01 9.414084e-01 1.544521e-01 -1.267222e-04
3.545014e-01 3.640054e-02 8.990217e-01 1.099096e+00 6.985318e-01 9.804091e-01 -2.800607e-04
4.350297e-01 6.031445e-02 6.274794e-01 9.893906e-01 7.662066e-01 5.302921e-01 -7.051227e-05
2.936831e-01 4.022607e-02 7.656597e-01 1.107492e+00 8.247095e-01 3.551335e-01 -2.237799e-04
2.472435e-01 6.958823e-02 8.109939e-01 1.192597e+00 8.600303e-01 1.039714e-01 -1.606524e-05
4.806772e-01 4.971438e-02 5.946940e-01 9.105309e-01 7.060818e-01 7.833446e-01 -1.680695e-04
3.111873e-01 5.325782e-02 7.286325e-01 1.001388e+00 6.354754e-01 7.355290e-01 -1.098485e-04
1.667398e-01 3.369677e-02 6.652386e-01 8.954909e-01 9.800501e-01 3.973515e-01 -2.617771e-04
1.745685e-01 6.781174e-02 5.584216e-01 9.637882e-01 7.365329e-01 3.782426e-01 -7.877508e-05
3.033632e-01 4.790014e-02 8.483421e-01 1.133089e+00 8.795815e-01 5.071380e-01 -2.272269e-04
4.854355e-01 5.382447e-02 6.753529e-01 8.303914e-01 9.621008e-01 9.880483e-01 -2.249410e-05
2.425020e-01 3.422567e-02 7.182268e-01 1.072736e+00 6.034284e-01 1.467676e-01 -1.710170e-04
2.984063e-01 5.611599e-02 8.603933e-01 1.026597e+00 6.680331e-01 3.896820e-01 -4.064848e-05
4.303019e-01 3.567701e-02 5.456376e-01 8.702877e-01 9.219094e-01 7.432437e-01 -1.880178e-04
3.623927e-01 6.228558e-02 7.812305e-01 1.166638e+00 8.427099e-01 7.602054e-01 -1.343562e-04
1.163095e-01 4.215940e-02 6.131797e-01 9.364970e-01 7.982099e-01 1.271558e-01 -2.818009e-04
1.429640e-01 5.088648e-02 7.599571e-01 8.921794e-01 8.719059e-01 2.474236e-01 -6.910525e-05
3.857513e-01 3.107251e-02 6.465624e-01 1.010943e+00 7.180313e-01 8.871506e-01 -2.158015e-04
4.037825e-01 6.689981e-02 8.797197e-01 9.021421e-01 6.482057e-01 6.237469e-01 -1.253220e-04
2.749386e-01 4.739865e-02 5.134206e-01 1.194731e+00 9.927073e-01 2.613919e-01 -2.720940e-04
2.159949e-01 6.304125e-02 6.587540e-01 1.104932e+00 9.295780e-01 1.172499e-02 -1.071493e-04
4.619313e-01 4.250465e-02 7.469351e-01 9.981832e-01 6.865310e-01 8.753946e-01 -2.551115e-04
3.299322e-01 5.921023e-02 5.761741e-01 1.088332e+00 7.534242e-01 6.427994e-01 -1.335939e-05
1.979881e-01 3.898643e-02 8.176990e-01 8.085329e-01 8.120982e-01 4.898846e-01 -1.613924e-04
1.761125e-01 5.775598e-02 6.319789e-01 1.152471e+00 6.216721e-01 8.222557e-01 -2.385415e-04
3.455570e-01 3.794079e-02 7.748352e-01 9.444006e-01 9.630001e-01 6.312650e-02 -8.591754e-05
4.650561e-01 6.377420e-02 5.018399e-01 1.040946e+00 8.953237e-01 4.502784e-01 -1.822605e-04
2.066193e-01 4.427181e-02 8.917902e-01 8.621751e-01 7.383727e-01 6.845356e-01 -2.970771e-05
2.530634e-01 6.616808e-02 7.370268e-01 8.379053e-01 7.768906e-01 9.347332e-01 -1.993345e-04
4.194069e-01 4.563026e-02 6.689568e-01 1.058961e+00 8.323910e-01 1.981946e-01 -4.778876e-05
3.888757e-01 5.234194e-02 8.045437e-01 9.560683e-01 9.029958e-01 3.070378e-01 -2.930423e-04
1.335888e-01 3.211693e-02 5.898192e-01 1.147049e+00 6.568725e-01 5.803216e-01 -1.415719e-04
1.069350e-01 6.092880e-02 8.364013e-01 1.080819e+00 9.823874e-01 6.919194e-01 -2.089544e-04
3.655179e-01 4.101599e-02 5.700709e-01 8.223098e-01 6.268887e-01 4.426530e-01 -5.690952e-05
4.459271e-01 5.694641e-02 7.032343e-01 1.112654e+00 7.068682e-01 8.549444e-02 -2.651711e-04
2.765319e-01 3.734640e-02 6.898587e-01 9.842247e-01 8.529932e-01 7.996461e-01 -1.132019e-04
2.331272e-01 5.299526e-02 5.321221e-01 9.163071e-01 8.129966e-01 5.562917e-01 -2.482619e-04
4.885611e-01 3.255507e-02 8.736173e-01 1.186826e+00 7.716702e-01 3.308259e-01 -9.495605e-05
3.189888e-01 6.916973e-02 6.028624e-01 8.778297e-01 6.883684e-01 1.901162e-01 -1.544719e-04
1.526937e-01 4.904234e-02 7.910610e-01 1.019054e+00 9.453211e-01 9.425699e-01 -1.236847e-06
1.546738e-01 6.192040e-02 6.248082e-01 8.192523e-01 8.774589e-01 5.941350e-01 -4.539299e-05
3.240451e-01 4.237988e-02 7.819519e-01 1.077612e+00 7.314328e-01 2.912456e-01 -1.926403e-04
4.936114e-01 5.590737e-02 5.417636e-01 9.874151e-01 6.020373e-01 2.144279e-01 -1.391120e-04
2.351014e-01 3.605466e-02 8.518134e-01 1.115700e+00 9.574396e-01 9.203880e-01 -2.864304e-04
2.808498e-01 5.415087e-02 7.189791e-01 1.183624e+00 9.210563e-01 6.678190e-01 -8.340158e-05
4.470712e-01 3.404396e-02 6.870490e-01 9.132490e-01 6.640072e-01 4.651066e-01 -2.319835e-04
3.666679e-01 6.798098e-02 8.398411e-01 1.022099e+00 7.963305e-01 4.786280e-02 -2.710929e-05
1.112589e-01 4.756187e-02 5.545655e-01 8.810236e-01 8.377557e-01 8.394984e-01 -1.757665e-04
1.347396e-01 5.876511e-02 8.200928e-01 9.476559e-01 7.140031e-01 9.586781e-01 -1.118996e-04
3.932004e-01 3.928319e-02 5.864232e-01 1.155479e+00 8.710536e-01 1.758961e-01 -2.597260e-04
4.237256e-01 6.275147e-02 7.398810e-01 8.591778e-01 9.877523e-01 3.445218e-01 -1.811634e-05
2.542083e-01 4.295735e-02 6.532565e-01 1.037707e+00 6.463286e-01 5.406171e-01 -1.660184e-04
2.116705e-01 6.730617e-02 5.235908e-01 1.061971e+00 6.814286e-01 7.844999e-01 -7.373517e-05
4.670311e-01 4.714064e-02 8.820956e-01 8.411564e-01 9.274562e-01 1.026196e-01 -2.205569e-04
3.475378e-01 5.113689e-02 6.410340e-01 1.143805e+00 8.074362e-01 4.260615e-01 -1.299452e-04
1.811696e-01 3.065917e-02 7.528355e-01 9.530719e-01 7.520354e-01 7.066225e-01 -2.768378e-04
1.967944e-01 5.188950e-02 5.983655e-01 1.007944e+00 9.674656e-01 1.114809e-01 -2.039554e-04
3.256623e-01 3.240636e-02 8.084450e-01 8.889396e-01 6.228683e-01 7.739014e-01 -5.253485e-05
4.576555e-01 6.587098e-02 6.682506e-01 1.197985e+00 7.436678e-01 7.290240e-01 -2.976745e-04
2.147953e-01 4.607564e-02 7.253767e-01 9.051484e-01 8.976420e-01 4.057901e-01 -1.463250e-04
2.698328e-01 6.418788e-02 8.956126e-01 9.949410e-01 8.371495e-01 1.614710e-01 -2.433007e-04
4.018504e-01 4.402114e-02 5.103683e-01 1.101937e+00 7.785750e-01 9.714567e-01 -9.054130e-05
3.838252e-01 5.801372e-02 7.631542e-01 8.115448e-01 6.610933e-01 5.242628e-01 -1.870084e-04
1.378640e-01 3.753478e-02 6.312051e-01 1.091585e+00 9.040446e-01 3.630965e-01 -3.432448e-05
1.143841e-01 6.879236e-02 7.965371e-01 1.136280e+00 6.285709e-01 4.755398e-01 -2.528794e-04
3.572935e-01 4.925061e-02 6.099317e-01 9.668364e-01 9.871468e-01 6.590326e-01 -9.970326e-05
4.251968e-01 5.277444e-02 8.633955e-01 1.069680e+00 8.540412e-01 8.596020e-01 -1.590961e-04
2.964750e-01 3.292050e-02 5.296947e-01 8.271859e-01 7.110913e-01 2.553851e-02 -5.995665e-06
2.382270e-01 5.728503e-02 6.969588e-01 8.733308e-01 7.728641e-01 2.786344e-01 -2.137079e-04
4.842366e-01 3.717689e-02 7.087779e-01 1.029790e+00 8.174629e-01 6.084833e-01 -6.154131e-05
3.021703e-01 6.111026e-02 5.677225e-01 9.332938e-01 9.476386e-01 9.019792e-01 -2.699179e-04
1.702994e-01 4.068992e-02 8.261975e-01 1.163578e+00 6.936658e-01 2.307069e-01 -1.178221e-04
1.655408e-01 5.534933e-02 7.443804e-01 1.096085e+00 8.494682e-01 1.778465e-02 -2.915777e-04
3.069121e-01 3.520325e-02 6.624320e-01 8.007868e-01 7.908688e-01 8.674014e-01 -1.430364e-04
4.764083e-01 6.183141e-02 8.144368e-01 1.110736e+00 6.741686e-01 6.358108e-01 -1.978700e-04
2.460507e-01 4.137314e-02 5.791917e-01 9.923871e-01 9.171442e-01 4.988069e-01 -4.925335e-05
2.885841e-01 6.826597e-02 6.494283e-01 9.072759e-01 9.551018e-01 2.539588e-01 -1.796240e-04
4.331045e-01 4.868633e-02 7.565537e-01 1.189590e+00 6.106259e-01 8.786817e-01 -3.234411e-05
3.525700e-01 5.459120e-02 5.171405e-01 8.984881e-01 7.306445e-01 6.162675e-01 -2.359051e-04
1.191122e-01 3.469936e-02 8.772208e-01 1.004627e+00 8.844964e-01 2.708048e-01 -8.855400e-05
1.456317e-01 6.350521e-02 5.489982e-01 1.173944e+00 7.606217e-01 3.826897e-01 -1.512495e-04
3.760377e-01 4.330057e-02 8.574724e-01 9.291827e-01 8.050990e-01 7.521697e-01 -4.459260e-06
4.064500e-01 5.998669e-02 6.156358e-01 1.032735e+00 9.344930e-01 7.662688e-01 -2.450395e-04
2.652255e-01 3.946985e-02 7.774556e-01 8.641423e-01 6.806425e-01 1.191589e-01 -9.817837e-05
2.194818e-01 5.011009e-02 8.447190e-01 8.351910e-01 6.408646e-01 3.707594e-01 -2.631206e-04
4.529888e-01 3.058901e-02 5.610189e-01 1.067944e+00 9.994655e-01 5.165547e-01 -1.152524e-04
3.334193e-01 6.643593e-02 7.152640e-01 9.705440e-01 8.671407e-01 9.945873e-01 -2.069038e-04
1.890450e-01 4.660265e-02 6.786578e-01 1.126341e+00 7.241667e-01 1.382950e-01 -5.895999e-05
1.859206e-01 6.537228e-02 8.710200e-01 8.816009e-01 9.079564e-01 5.637637e-01 -1.317198e-04
3.427945e-01 4.516641e-02 5.357451e-01 1.015278e+00 6.509323e-01 3.214202e-01 -2.844374e-04
4.748640e-01 5.185864e-02 7.877560e-01 9.243721e-01 7.840364e-01 1.835731e-01 -3.801201e-05
2.038574e-01 3.134058e-02 6.058252e-01 1.178756e+00 8.254374e-01 9.510464e-01 -1.906542e-04
2.621007e-01 5.823936e-02 5.729917e-01 1.121776e+00 8.906041e-01 6.989154e-01 -2.102957e-05
4.158256e-01 3.871706e-02 8.330407e-01 9.751068e-01 7.444564e-01 4.337235e-01 -1.724816e-04
3.979132e-01 6.457008e-02 6.936336e-01 1.084861e+00 6.142793e-01 7.944270e-02 -7.731050e-05
1.300069e-01 4.473559e-02 7.007780e-01 8.182731e-01 9.698038e-01 8.076316e-01 -2.286915e-04
1.034866e-01 5.346884e-02 6.723601e-01 9.595023e-01 6.944523e-01 9.281864e-01 -1.130886e-05
3.744448e-01 3.332153e-02 7.341609e-01 1.143619e+00 9.406014e-01 2.066749e-01 -1.634428e-04
4.424793e-01 6.995581e-02 5.923181e-01 8.464144e-01 8.198005e-01 3.145135e-01 -1.050989e-04
2.854585e-01 4.949631e-02 8.008236e-01 1.050457e+00 7.642774e-01 5.709121e-01 -2.571620e-04
2.304255e-01 6.014281e-02 7.711571e-01 1.049624e+00 7.009281e-01 8.162002e-01 -1.220996e-04
4.982827e-01 4.056194e-02 6.345334e-01 8.534921e-01 8.579537e-01 7.111574e-02 -2.753163e-04
3.162865e-01 5.647292e-02 8.887724e-01 1.156849e+00 9.754340e-01 4.572782e-01 -6.588292e-05
1.624156e-01 3.657985e-02 5.051021e-01 9.400175e-01 6.340345e-01 6.756024e-01 -2.190239e-04
