#Omega_m                 Omega_b                  h                        n_s                      sigma_8
2.759000000000000341e-01 6.147000000000001074e-02 5.199000000000000288e-01 8.395000000000000240e-01 7.260999999999999677e-01
1.037000000000000005e-01 3.354999999999999649e-02 7.577000000000000401e-01 1.060699999999999976e+00 6.653000000000000025e-01
2.369000000000000272e-01 3.811000000000000498e-02 7.903000000000000025e-01 1.039299999999999891e+00 9.294999999999999929e-01
2.439000000000000057e-01 3.422999999999999654e-02 5.805000000000000160e-01 1.146100000000000119e+00 8.103000000000000203e-01
1.115000000000000019e-01 5.263000000000000317e-02 8.965000000000000746e-01 1.025900000000000034e+00 8.858999999999999098e-01
3.931000000000000050e-01 6.965000000000000357e-02 8.839000000000000190e-01 1.108500000000000041e+00 8.892999999999999794e-01
4.131000000000000227e-01 6.883000000000000229e-02 7.310999999999999721e-01 1.122100000000000097e+00 7.470999999999999863e-01
2.025000000000000133e-01 6.354999999999999538e-02 6.214999999999999414e-01 1.175300000000000011e+00 8.689000000000000057e-01
4.331000000000000405e-01 4.606999999999999984e-02 5.496999999999999664e-01 8.543000000000000593e-01 8.417000000000000037e-01
4.663000000000000478e-01 3.234999999999999681e-02 7.981000000000000316e-01 9.722999999999999421e-01 9.164999999999999813e-01
3.227000000000000424e-01 5.289000000000000645e-02 8.507000000000000117e-01 1.141100000000000003e+00 6.259000000000000119e-01
3.238999999999999657e-01 4.067000000000000476e-02 7.831000000000000183e-01 1.182700000000000085e+00 7.429000000000000048e-01
2.752999999999999892e-01 5.479000000000000536e-02 7.933000000000000052e-01 1.149699999999999944e+00 8.887000000000000455e-01
2.318999999999999950e-01 3.803000000000000130e-02 8.321000000000000618e-01 1.143499999999999961e+00 8.373000000000000442e-01
1.299000000000000155e-01 5.905000000000000526e-02 6.487000000000000544e-01 1.110500000000000043e+00 8.225000000000000089e-01
2.769000000000000350e-01 5.675000000000000183e-02 5.399000000000000465e-01 1.076300000000000034e+00 6.344999999999999529e-01
4.111000000000000210e-01 4.713000000000000522e-02 8.088999999999999524e-01 1.155899999999999928e+00 7.308999999999999941e-01
2.879000000000000448e-01 6.499000000000000610e-02 5.785000000000000142e-01 1.189899999999999958e+00 6.674999999999999822e-01
3.827000000000000401e-01 5.057000000000000384e-02 6.916999999999999815e-01 1.116099999999999870e+00 6.996999999999999886e-01
3.213000000000000300e-01 3.092999999999999916e-02 5.656999999999999806e-01 9.446999999999999842e-01 8.181000000000000494e-01
3.549000000000001043e-01 4.057000000000000189e-02 6.115000000000000435e-01 1.060899999999999954e+00 7.055000000000000160e-01
2.238999999999999879e-01 5.823000000000000398e-02 7.045000000000000151e-01 1.112300000000000066e+00 9.475000000000000089e-01
1.265000000000000013e-01 3.681000000000000244e-02 7.360999999999999766e-01 8.243000000000000327e-01 9.029000000000000359e-01
3.531000000000000805e-01 4.657000000000000028e-02 6.734999999999999876e-01 8.531000000000000805e-01 9.012999999999999901e-01
1.747000000000000219e-01 3.159000000000000002e-02 6.185000000000000497e-01 8.932999999999999829e-01 7.315000000000000391e-01
1.181000000000000105e-01 4.383000000000000090e-02 5.528999999999999471e-01 1.131899999999999906e+00 7.489000000000000101e-01
4.025000000000000799e-01 6.931000000000001049e-02 8.163000000000000256e-01 1.174900000000000055e+00 6.107000000000000206e-01
1.967000000000000137e-01 4.438999999999999890e-02 5.726999999999999869e-01 8.339000000000000856e-01 6.826999999999999735e-01
2.089000000000000024e-01 4.399000000000000132e-02 5.846999999999999975e-01 1.009100000000000108e+00 8.934999999999999609e-01
1.927000000000000102e-01 4.343000000000000332e-02 8.912999999999999812e-01 9.742999999999999439e-01 8.642999999999999572e-01
3.705000000000000515e-01 5.621000000000000302e-02 7.185000000000000275e-01 8.383000000000000451e-01 8.096999999999999753e-01
3.488999999999999879e-01 3.969000000000000306e-02 7.901000000000000245e-01 9.079000000000000403e-01 6.646999999999999575e-01
2.841000000000000192e-01 3.150999999999999635e-02 5.895000000000000240e-01 1.188499999999999890e+00 7.577000000000000401e-01
4.183000000000000052e-01 4.559000000000000552e-02 5.414999999999999813e-01 9.608999999999999764e-01 8.316999999999999948e-01
3.725000000000000533e-01 4.286999999999999839e-02 8.992999999999999883e-01 9.306999999999999718e-01 7.592999999999999750e-01
2.143000000000000460e-01 6.901000000000000190e-02 6.931000000000000494e-01 9.857000000000000206e-01 6.139000000000000012e-01
1.809000000000000052e-01 5.054999999999999771e-02 6.232999999999999652e-01 1.102500000000000036e+00 8.043000000000000149e-01
4.579000000000000847e-01 3.819000000000000172e-02 7.467000000000000304e-01 1.024100000000000010e+00 9.196999999999999620e-01
2.967000000000000193e-01 3.579000000000000237e-02 8.375000000000000222e-01 8.825000000000000622e-01 8.712999999999999634e-01
1.426999999999999935e-01 6.777000000000001079e-02 8.009000000000000563e-01 8.673000000000000709e-01 7.395000000000000462e-01
3.677000000000000268e-01 3.652999999999999997e-02 8.028999999999999471e-01 8.285000000000000142e-01 6.431000000000000050e-01
3.587000000000000188e-01 6.071000000000000701e-02 5.725000000000000089e-01 8.685000000000000497e-01 7.901000000000000245e-01
2.515000000000000568e-01 3.829000000000000459e-02 5.386999999999999567e-01 1.142100000000000115e+00 9.549000000000000821e-01
1.473000000000000143e-01 5.687000000000000388e-02 6.643000000000000016e-01 1.040100000000000025e+00 8.208999999999999631e-01
3.515000000000000346e-01 6.939000000000000723e-02 8.359000000000000874e-01 1.091899999999999871e+00 6.340999999999999970e-01
3.067000000000000282e-01 4.460999999999999688e-02 8.579000000000001069e-01 1.095299999999999940e+00 8.318999999999999728e-01
4.759000000000001007e-01 3.191000000000000086e-02 5.251000000000000112e-01 1.101099999999999968e+00 6.389000000000000234e-01
3.650999999999999801e-01 6.105000000000000704e-02 7.453000000000000735e-01 1.119499999999999940e+00 8.423000000000000487e-01
3.295000000000000151e-01 4.735000000000000320e-02 7.275000000000000355e-01 1.194299999999999917e+00 8.461000000000000743e-01
1.585000000000000020e-01 6.249000000000000388e-02 5.778999999999999693e-01 1.118900000000000006e+00 8.193000000000000282e-01
1.309000000000000163e-01 5.203000000000000680e-02 8.947000000000000508e-01 8.355000000000000204e-01 9.950999999999999845e-01
3.743000000000000771e-01 3.765000000000000291e-02 8.892999999999999794e-01 9.638999999999999790e-01 9.216999999999999638e-01
2.399000000000000021e-01 5.385000000000000203e-02 8.408999999999999808e-01 9.877000000000000224e-01 7.393000000000000682e-01
1.357000000000000151e-01 3.769000000000000128e-02 8.425000000000000266e-01 1.032899999999999929e+00 6.432999999999999829e-01
1.687000000000000166e-01 3.104999999999999774e-02 5.967000000000000082e-01 1.194099999999999939e+00 7.377000000000000224e-01
3.265000000000000124e-01 4.663000000000000478e-02 5.396999999999999575e-01 9.768999999999999906e-01 7.151000000000000689e-01
4.081000000000000183e-01 6.819000000000000061e-02 7.291000000000000814e-01 8.245000000000000107e-01 6.498999999999999222e-01
3.901000000000000023e-01 6.647000000000000131e-02 7.570999999999999952e-01 1.071499999999999897e+00 9.061000000000000165e-01
1.701000000000000290e-01 4.317000000000000004e-02 5.695000000000000062e-01 8.485000000000000320e-01 9.922999999999999599e-01
4.855000000000000426e-01 3.244999999999999968e-02 6.052999999999999492e-01 9.291000000000000369e-01 8.734999999999999432e-01
4.947000000000000286e-01 5.775000000000000966e-02 5.393000000000000016e-01 8.578999999999999959e-01 9.798999999999999932e-01
3.545000000000000373e-01 4.103000000000000397e-02 8.939000000000000279e-01 9.919000000000000039e-01 6.097000000000000197e-01
3.717000000000000304e-01 5.677000000000000102e-02 8.193000000000000282e-01 8.899000000000000243e-01 7.105000000000000204e-01
3.887000000000000455e-01 6.955000000000000071e-02 8.685000000000000497e-01 9.011000000000000121e-01 7.909000000000000474e-01
2.872999999999999998e-01 4.739000000000000157e-02 6.834999999999999964e-01 9.313000000000000167e-01 9.465000000000000080e-01
2.154999999999999971e-01 3.074999999999999956e-02 5.531000000000000361e-01 1.062100000000000044e+00 9.677000000000000046e-01
3.166999999999999815e-01 3.432999999999999940e-02 7.761000000000000121e-01 1.032100000000000017e+00 9.543000000000000371e-01
2.349000000000000254e-01 4.105000000000000315e-02 6.542999999999999927e-01 9.583000000000000407e-01 7.759000000000000341e-01
4.503000000000000336e-01 5.199000000000000149e-02 7.731000000000000094e-01 9.860999999999999766e-01 9.187000000000000721e-01
4.011000000000000121e-01 3.710999999999999716e-02 8.863000000000000878e-01 1.103899999999999881e+00 8.722999999999999643e-01
4.810999999999999721e-01 6.279000000000001247e-02 5.716999999999999860e-01 1.083699999999999886e+00 7.530999999999999917e-01
2.944999999999999840e-01 6.943000000000000560e-02 5.801000000000000600e-01 9.087000000000000632e-01 9.717000000000000082e-01
4.860999999999999766e-01 5.065000000000000058e-02 7.382999999999999563e-01 1.047700000000000076e+00 6.576999999999999513e-01
1.149000000000000021e-01 4.961000000000000132e-02 6.422999999999999821e-01 1.067499999999999893e+00 8.776999999999999247e-01
4.909000000000000030e-01 3.094999999999999835e-02 7.802999999999999936e-01 9.790999999999999703e-01 6.062999999999999501e-01
1.387000000000000177e-01 5.933000000000000773e-02 5.054999999999999494e-01 9.982999999999999652e-01 7.085000000000000187e-01
1.329000000000000181e-01 6.717000000000000748e-02 5.838999999999999746e-01 9.478999999999999648e-01 9.354999999999999982e-01
4.685000000000000275e-01 3.465000000000000024e-02 5.917000000000000037e-01 8.019000000000000572e-01 6.132999999999999563e-01
4.781000000000000805e-01 6.129000000000000420e-02 6.869000000000000661e-01 1.191899999999999959e+00 6.476999999999999424e-01
1.340999999999999970e-01 5.283000000000000196e-02 5.668999999999999595e-01 1.050100000000000033e+00 7.580999999999999961e-01
3.538999999999999924e-01 6.139000000000000706e-02 6.681000000000000272e-01 8.326999999999999957e-01 6.242999999999999661e-01
4.848999999999999977e-01 6.373000000000000886e-02 6.713000000000000078e-01 8.545000000000000373e-01 7.205000000000000293e-01
1.925000000000000044e-01 3.384999999999999815e-02 7.038999999999999702e-01 1.055700000000000083e+00 9.987000000000000322e-01
3.839000000000000190e-01 5.691000000000000225e-02 7.895000000000000906e-01 8.147000000000000908e-01 7.802999999999999936e-01
1.244999999999999996e-01 4.209000000000000241e-02 6.139000000000000012e-01 8.229000000000000759e-01 9.198999999999999400e-01
1.183000000000000024e-01 5.939000000000000529e-02 8.195000000000001172e-01 1.157699999999999951e+00 7.709000000000000297e-01
2.923000000000000043e-01 3.431000000000000022e-02 7.389000000000000012e-01 8.585000000000000409e-01 8.812999999999999723e-01
4.737000000000000099e-01 6.327000000000000679e-02 6.329000000000000181e-01 1.128500000000000059e+00 7.572999999999999732e-01
3.679000000000000048e-01 4.767000000000000404e-02 7.495000000000000551e-01 1.198700000000000099e+00 6.836999999999999744e-01
2.137000000000000011e-01 5.123000000000000470e-02 6.454999999999999627e-01 8.273000000000000353e-01 7.659000000000000252e-01
2.242999999999999994e-01 4.477000000000000424e-02 5.476999999999999647e-01 9.166999999999999593e-01 9.360999999999999321e-01
3.813000000000000833e-01 4.914999999999999925e-02 7.302999999999999492e-01 8.882999999999999785e-01 9.271000000000000352e-01
4.925000000000000488e-01 5.861000000000000237e-02 7.429000000000000048e-01 1.070100000000000051e+00 7.844999999999999751e-01
2.976999999999999647e-01 3.329000000000000015e-02 8.817000000000000393e-01 9.147000000000000686e-01 8.996999999999999442e-01
1.395000000000000129e-01 3.470999999999999780e-02 5.614999999999999991e-01 1.114500000000000046e+00 7.963000000000000078e-01
2.530999999999999917e-01 4.367000000000000048e-02 6.980999999999999428e-01 1.139699999999999935e+00 7.076999999999999957e-01
3.802999999999999714e-01 5.390999999999999959e-02 8.297000000000001041e-01 8.313000000000000389e-01 9.074999999999999734e-01
1.939000000000000168e-01 3.479000000000000148e-02 8.019000000000000572e-01 9.069000000000000394e-01 7.602999999999999758e-01
2.661000000000000032e-01 4.696999999999999786e-02 6.349000000000000199e-01 8.171000000000000485e-01 9.134999999999999787e-01
4.603000000000000425e-01 3.382999999999999896e-02 5.905000000000000249e-01 1.141899999999999915e+00 8.125000000000000000e-01
2.569000000000000172e-01 5.113000000000000184e-02 6.467000000000000526e-01 8.959000000000000297e-01 8.288999999999999702e-01
2.619000000000000217e-01 3.377000000000000141e-02 6.965000000000000080e-01 9.485000000000000098e-01 7.692999999999999838e-01
3.276999999999999913e-01 4.047000000000000597e-02 5.554999999999999938e-01 1.012100000000000000e+00 6.925000000000000044e-01
2.706999999999999962e-01 6.435000000000000442e-02 5.556999999999999718e-01 1.000699999999999923e+00 6.622999999999999998e-01
4.315000000000001057e-01 3.031000000000000014e-02 5.576999999999999735e-01 1.172299999999999898e+00 8.605000000000000426e-01
3.775000000000000577e-01 3.797000000000000375e-02 8.971000000000000085e-01 8.891000000000000014e-01 9.478999999999999648e-01
2.379000000000000004e-01 6.171000000000000790e-02 8.455000000000000293e-01 9.830999999999999739e-01 6.931000000000000494e-01
1.101000000000000034e-01 3.715000000000000246e-02 7.937000000000000721e-01 9.039000000000000368e-01 6.606999999999999540e-01
3.921000000000000041e-01 6.529000000000001469e-02 7.653000000000000913e-01 9.605000000000000204e-01 6.364999999999999547e-01
2.605000000000000093e-01 5.381000000000001060e-02 6.831000000000000405e-01 1.021700000000000053e+00 9.173000000000000043e-01
3.351000000000000090e-01 3.318999999999999728e-02 5.439000000000000501e-01 9.117000000000000659e-01 6.112999999999999545e-01
1.403000000000000080e-01 3.853000000000000175e-02 6.666999999999999593e-01 1.069099999999999939e+00 7.721000000000000085e-01
4.557000000000001050e-01 4.950999999999999845e-02 6.070999999999999730e-01 8.017000000000000792e-01 9.249000000000000554e-01
1.829000000000000070e-01 4.311000000000000248e-02 7.560999999999999943e-01 9.395000000000000018e-01 7.739000000000000323e-01
2.549000000000000155e-01 3.014999999999999972e-02 7.819000000000000394e-01 8.817000000000000393e-01 9.334999999999999964e-01
3.799000000000000155e-01 5.067000000000000670e-02 6.801000000000000378e-01 1.072500000000000009e+00 8.916999999999999371e-01
1.269000000000000128e-01 4.531000000000000305e-02 7.781000000000000139e-01 9.807000000000000162e-01 6.614999999999999769e-01
2.831000000000000183e-01 4.869000000000000411e-02 6.320999999999999952e-01 9.017000000000000570e-01 9.665000000000000258e-01
2.565000000000000058e-01 6.668999999999999928e-02 7.026999999999999913e-01 1.064500000000000002e+00 7.549000000000000155e-01
2.033000000000000085e-01 4.277000000000000246e-02 7.701000000000000068e-01 1.127899999999999903e+00 9.658999999999999808e-01
3.458999999999999853e-01 3.115000000000000061e-02 7.400999999999999801e-01 1.044899999999999940e+00 7.175000000000000266e-01
2.333000000000000351e-01 4.936999999999999722e-02 5.873000000000000442e-01 8.206999999999999851e-01 8.614999999999999325e-01
4.665000000000000258e-01 4.692999999999999949e-02 6.202999999999999625e-01 1.083299999999999930e+00 9.104999999999999760e-01
1.041000000000000120e-01 5.901000000000000689e-02 6.636999999999999567e-01 8.153000000000000247e-01 9.368999999999999551e-01
4.845000000000000417e-01 3.665000000000000202e-02 8.407000000000000028e-01 9.193000000000000060e-01 6.491000000000000103e-01
4.307000000000000828e-01 3.629000000000000281e-02 5.925000000000000266e-01 9.385000000000000009e-01 9.620999999999999552e-01
3.209000000000000186e-01 4.077000000000000068e-02 5.868999999999999773e-01 8.205000000000000071e-01 9.366999999999999771e-01
1.449000000000000010e-01 3.726999999999999758e-02 7.100999999999999535e-01 9.243000000000000105e-01 6.014999999999999236e-01
